INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,X15,X16,age_group,shooting_yearmon,shooting_year,year
80-10-020534,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 19/19C (9,9MM,2010-03-23,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Mar 2010,2010,2010
80-10-021158,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,9MM,2010-03-25,1200 BLOCK EUCLID AVE,LOUISVILLE,KY,40208,NULL,NULL,NULL,NA,NA,NA,Mar 2010,2010,2010
80-10-021158,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,9MM,2010-03-25,1200 BLOCK EUCLID AVE,LOUISVILLE,KY,40208,NULL,NULL,NULL,NA,NA,NA,Mar 2010,2010,2010
80-10-021158,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,9MM,2010-03-26,1200 BLOCK EUCLID AVE,LOUISVILLE,KY,40208,NULL,NULL,NULL,NA,NA,NA,Mar 2010,2010,2010
80-10-021158,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,9MM,2010-03-26,1200 BLOCK EUCLID AVE,LOUISVILLE,KY,40208,NULL,NULL,NULL,NA,NA,NA,Mar 2010,2010,2010
80-10-022179,ACCIDENTAL SHOOTING,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,25C,2010-03-30,4000 BLOCK SHADY VILLA DR,LOUISVILLE,KY,40219,WHITE,M,14,NA,NA,"(10,20]",Mar 2010,2010,2010
80-10-035366,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40214,NULL,NULL,NULL,NA,NA,NA,NA,NA,2010
80-10-036001,NARCOTICS,"PISTOL, REVOLVER",ROSSI - AMADEO,UNKNOWN,38C,2010-05-15,2000 BLOCK GARLAND AVE,LOUISVILLE,KY,40210,BLACK,M,23,NA,NA,"(20,30]",May 2010,2010,2010
80-10-036001,NARCOTICS,"PISTOL, REVOLVER",ROSSI - AMADEO,UNKNOWN,38C,2010-05-15,2000 BLOCK GARLAND AVE,LOUISVILLE,KY,40210,BLACK,M,23,NA,NA,"(20,30]",May 2010,2010,2010
80-10-036317,THEFT OTHER,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC IND",P-11,9MM,2010-05-17,2300 BLOCK HOWARD ST,LOUISVILLE,KY,40211,BLACK,M,14,NA,NA,"(10,20]",May 2010,2010,2010
80-10-036959,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",DAVIS INDUSTRIE,NA,32C,2010-05-19,7900 BLOCK CANDLEGLOW LN,LOUISVILLE,KY,40214,WHITE,F,57,NA,NA,"(50,60]",May 2010,2010,2010
80-10-036959,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",DAVIS INDUSTRIE,NA,32C,2010-05-19,7900 BLOCK CANDLEGLOW LN,LOUISVILLE,KY,40214,WHITE,F,57,NA,NA,"(50,60]",May 2010,2010,2010
80-10-037330,WPNS LAW VIOLATION,"PISTOL, DERRINGER",DAVIS INDUSTRIE,NA,38C,2010-05-20,3600 BLOCK PINELAND DR,LOUISVILLE,KY,40219,WHITE,M,35,NA,NA,"(30,40]",May 2010,2010,2010
80-10-037631,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,NA,NA,2010
80-10-038790,ROBBERY,"PISTOL, SEMI-AUTOMATIC",LORCIN ENGINEER,L25,25C,2010-05-25,400 BLOCK S 28TH ST,LOUISVILLE,KY,40212,BLACK,M,18,NA,NA,"(10,20]",May 2010,2010,2010
80-10-039146,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,NA,25C,2010-05-26,700 BLOCK ALGONQUIN PKY,LOUISVILLE,KY,40208,UNKNOWN,U,NULL,NA,NA,NA,May 2010,2010,2010
80-10-039146,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,NA,25C,2010-05-26,700 BLOCK ALGONQUIN PKY,LOUISVILLE,KY,40208,UNKNOWN,U,NULL,NA,NA,NA,May 2010,2010,2010
80-10-039952,NARCOTICS,"SHOTGUN, PUMP ACTION",NA,NA,410G,2010-05-29,13100 BLOCK REHL RD,LOUISVILLE,KY,40299,WHITE,M,20,NA,NA,"(10,20]",May 2010,2010,2010
80-10-039952,NARCOTICS,"SHOTGUN, PUMP ACTION",NA,NA,410G,2010-05-29,13100 BLOCK REHL RD,LOUISVILLE,KY,40299,WHITE,M,20,NA,NA,"(10,20]",May 2010,2010,2010
80-10-042012,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,PISTOLS: 915,9MM,2010-06-05,1600 BLOCK SQUIRES DR,LOUISVILLE,KY,40215,BLACK,M,22,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-042024,STOLEN PROPERTY,"PISTOL, REVOLVER",NA,NA,380C,2010-06-05,400 BLOCK E SOUTHSIDE CT,LOUISVILLE,KY,40214,WHITE,M,42,NA,NA,"(40,50]",Jun 2010,2010,2010
80-10-042046,WPNS LAW VIOLATION,"PISTOL, REVOLVER",UNKNOWN MANUFAC,NA,32C,2010-06-05,3300 BLOCK BARDSTOWN RD,LOUISVILLE,KY,40218,BLACK,M,19,NA,NA,"(10,20]",Jun 2010,2010,2010
80-10-023001,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",HIPOINT,JS-9 SERIES,9MM,2010-04-01,3100 BLOCK TAYLOR BLVD,LOUISVILLE,KY,40215,BLACK,M,18,NA,NA,"(10,20]",Apr 2010,2010,2010
80-10-023001,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",HIPOINT,JS-9 SERIES,9MM,2010-04-01,3100 BLOCK TAYLOR BLVD,LOUISVILLE,KY,40215,BLACK,M,18,NA,NA,"(10,20]",Apr 2010,2010,2010
80-10-023399,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",DAVIS INDUSTRIE,P-380,380C,2010-04-02,100 BLOCK N 43RD ST,LOUISVILLE,KY,40212,BLACK,M,41,NA,NA,"(40,50]",Apr 2010,2010,2010
80-10-023935,ALL OTHER OFFENSES,"PISTOL, SEMI-AUTOMATIC",SKYY INDUSTRIES,NA,9MM,2010-04-04,CAMDEN AVE / TAYLOR BLVD,LOUISVILLE,KY,40215,BLACK,M,19,NA,NA,"(10,20]",Apr 2010,2010,2010
80-10-023935,ALL OTHER OFFENSES,"PISTOL, SEMI-AUTOMATIC",SKYY INDUSTRIES,NA,9MM,2010-04-04,CAMDEN AVE / TAYLOR BLVD,LOUISVILLE,KY,40215,BLACK,M,19,NA,NA,"(10,20]",Apr 2010,2010,2010
80-10-023835,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40241,NULL,NULL,NULL,NA,NA,NA,NA,NA,2010
80-10-026207,NARCOTICS,"RIFLE, BOLT ACTION",NA,NA,22C,2010-04-13,100 BLOCK MILLS DR,LOUISVILLE,KY,40216,WHITE,M,41,NA,NA,"(40,50]",Apr 2010,2010,2010
80-10-027630,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40213,NULL,NULL,NULL,NA,NA,NA,NA,NA,2010
80-10-027834,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,MOD JCP,40C,2010-04-18,600 BLOCK LINDELL AVE,LOUISVILLE,KY,40211,BLACK,M,23,NA,NA,"(20,30]",Apr 2010,2010,2010
80-10-028199,ROBBERY,"PISTOL, REVOLVER",ROSSI - AMADEO,NA,38C,2010-04-21,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,17,NA,NA,"(10,20]",Apr 2010,2010,2010
80-10-029145,NARCOTICS,"PISTOL, REVOLVER",SMITH & WESSON,NA,38C,2010-04-22,3100 BLOCK CHINQUAPIN LN,LOUISVILLE,KY,40219,BLACK,M,30,NA,NA,"(20,30]",Apr 2010,2010,2010
80-10-029145,NARCOTICS,"PISTOL, REVOLVER",SMITH & WESSON,NA,38C,2010-04-22,3100 BLOCK CHINQUAPIN LN,LOUISVILLE,KY,40219,BLACK,M,30,NA,NA,"(20,30]",Apr 2010,2010,2010
80-10-029145,NARCOTICS,"PISTOL, REVOLVER",SMITH & WESSON,NA,38C,2010-04-22,3100 BLOCK CHINQUAPIN LN,LOUISVILLE,KY,40219,BLACK,M,30,NA,NA,"(20,30]",Apr 2010,2010,2010
80-10-029145,NARCOTICS,"PISTOL, REVOLVER",SMITH & WESSON,NA,38C,2010-04-22,3100 BLOCK CHINQUAPIN LN,LOUISVILLE,KY,40219,BLACK,M,30,NA,NA,"(20,30]",Apr 2010,2010,2010
80-10-029145,NARCOTICS,"PISTOL, REVOLVER",SMITH & WESSON,NA,38C,2010-04-22,3100 BLOCK CHINQUAPIN LN,LOUISVILLE,KY,40219,BLACK,M,30,NA,NA,"(20,30]",Apr 2010,2010,2010
80-10-029650,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,PISTOLS: 4006 M,40C,2010-04-24,OUTER LOOP / SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,BLACK,M,30,NA,NA,"(20,30]",Apr 2010,2010,2010
80-10-030394,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-04-26,S 4TH ST / CENTRAL AVE,LOUISVILLE,KY,40208,BLACK,M,20,NA,NA,"(10,20]",Apr 2010,2010,2010
80-10-030939,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,COBRA,380C,2010-04-28,CHURCH RD / GRAFTON HALL RD,LOUISVILLE,KY,40272,NULL,NULL,NULL,NA,NA,NA,Apr 2010,2010,2010
80-10-039952,NARCOTICS,"SHOTGUN, PUMP ACTION",NA,NA,410G,2010-05-29,13100 BLOCK REHL RD,LOUISVILLE,KY,40299,WHITE,M,20,NA,NA,"(10,20]",May 2010,2010,2010
80-10-039964,WPNS LAW VIOLATION,"PISTOL, DERRINGER",DAVIS INDUSTRIE,NA,22C,2010-05-29,N 22ND ST CONNECTOR / DUNCAN ST,LOUISVILLE,KY,40212,BLACK,M,21,NA,NA,"(20,30]",May 2010,2010,2010
80-10-041479,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SUNDANCE IND IN,SUNDANCE INDUST,25C,2010-06-03,500 BLOCK S 8TH ST,LOUISVILLE,KY,40203,BLACK,M,30,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-045809,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2010-06-18,LAMPTON ST / S PRESTON ST,LOUISVILLE,KY,40203,BLACK,M,30,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-046639,ROBBERY,"PISTOL, SEMI-AUTOMATIC",STALLARD ARMS,NA,9MM,2010-06-21,2700 BLOCK GARLAND AVE,LOUISVILLE,KY,40211,NULL,NULL,NULL,NA,NA,NA,Jun 2010,2010,2010
80-10-046639,ROBBERY,"PISTOL, SEMI-AUTOMATIC",STALLARD ARMS,NA,9MM,2010-06-21,2700 BLOCK GARLAND AVE,LOUISVILLE,KY,40211,NULL,NULL,NULL,NA,NA,NA,Jun 2010,2010,2010
80-10-045484,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2010-06-17,300 BLOCK S. 3RD ST,LOUISVILLE,KY,40202,BLACK,M,28,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-047515,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,9MM,2010-06-23,S 23RD ST / OSAGE AVE,LOUISVILLE,KY,40210,BLACK,M,16,NA,NA,"(10,20]",Jun 2010,2010,2010
80-10-047515,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,9MM,2010-06-23,S 23RD ST / OSAGE AVE,LOUISVILLE,KY,40210,BLACK,M,16,NA,NA,"(10,20]",Jun 2010,2010,2010
80-10-044497,ROBBERY,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,SEE BRYCO,9MM,2010-06-24,5100 BLOCK CRAFTY DR,LOUISVILLE,KY,40213,BLACK,M,21,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-044497,ROBBERY,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,SEE BRYCO,9MM,2010-06-24,5100 BLOCK CRAFTY DR,LOUISVILLE,KY,40213,BLACK,M,21,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-044497,ROBBERY,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,SEE BRYCO,9MM,2010-06-24,5100 BLOCK CRAFTY DR,LOUISVILLE,KY,40213,BLACK,M,21,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-060964,AGGRAVATED ASSAULT,"RIFLE, BOLT ACTION",WINCHESTER,RIFLES: MODEL 2,22C,2010-08-07,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,WHITE,M,65,NA,NA,"(60,70]",Aug 2010,2010,2010
80-10-061099,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,MODEL PT140,40C,2010-08-08,8400 BLOCK NEW LA GRANGE RD,LOUISVILLE,KY,NA,BLACK,M,33,NA,NA,"(30,40]",Aug 2010,2010,2010
80-10-061099,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,MODEL PT140,40C,2010-08-08,8400 BLOCK NEW LA GRANGE RD,LOUISVILLE,KY,NA,BLACK,M,33,NA,NA,"(30,40]",Aug 2010,2010,2010
80-10-061099,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,MODEL PT140,40C,2010-08-08,8400 BLOCK NEW LA GRANGE RD,LOUISVILLE,KY,NA,BLACK,M,33,NA,NA,"(30,40]",Aug 2010,2010,2010
80-10-061402,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-08-09,6300 BLOCK FERN VALLEY WAY,LOUISVILLE,KY,40219,BLACK,M,26,NA,NA,"(20,30]",Aug 2010,2010,2010
80-10-061402,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-08-09,6300 BLOCK FERN VALLEY WAY,LOUISVILLE,KY,40219,BLACK,M,26,NA,NA,"(20,30]",Aug 2010,2010,2010
80-10-061402,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-08-09,6300 BLOCK FERN VALLEY WAY,LOUISVILLE,KY,40219,BLACK,M,26,NA,NA,"(20,30]",Aug 2010,2010,2010
80-10-062111,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-08-11,3300 BLOCK BARDSTOWN RD,LOUISVILLE,KY,40218,BLACK,M,21,NA,NA,"(20,30]",Aug 2010,2010,2010
80-10-062703,WPNS LAW VIOLATION,"PISTOL, REVOLVER",SMITH & WESSON,PISTOLS: 1911 M,357C,2010-08-12,5000 BLOCK RURAL WAY,LOUISVILLE,KY,40218,BLACK,M,17,NA,NA,"(10,20]",Aug 2010,2010,2010
80-10-032573,NARCOTICS,"PISTOL, DERRINGER",COBRA ENTERPRIS,NA,9MM,2010-05-04,900 BLOCK PALATKA RD,LOUISVILLE,KY,40214,WHITE,M,19,NA,NA,"(10,20]",May 2010,2010,2010
80-10-032573,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",FEATHER IND INC,FEATHER ENTERPR,22C,2010-05-04,900 BLOCK PALATKA RD,LOUISVILLE,KY,40214,WHITE,M,19,NA,NA,"(10,20]",May 2010,2010,2010
80-10-032569,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,P-25,25C,2010-05-04,5400 BLOCK NEW CUT RD,LOUISVILLE,KY,40214,BLACK,M,22,NA,NA,"(20,30]",May 2010,2010,2010
80-10-032593,ROBBERY,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-05-04,2900 BLOCK W MADISON ST,LOUISVILLE,KY,40211,BLACK,M,27,NA,NA,"(20,30]",May 2010,2010,2010
80-10-032593,ROBBERY,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-05-04,2900 BLOCK W MADISON ST,LOUISVILLE,KY,40211,BLACK,M,27,NA,NA,"(20,30]",May 2010,2010,2010
80-10-032882,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2010-05-05,3100 BLOCK 7TH STREET RD,SHV,KY,40216,BLACK,M,21,NA,NA,"(20,30]",May 2010,2010,2010
80-10-032882,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2010-05-05,3100 BLOCK 7TH STREET RD,SHV,KY,40216,BLACK,M,21,NA,NA,"(20,30]",May 2010,2010,2010
80-10-033188,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2010-05-06,900 BLOCK S SHELBY ST,LOUISVILLE,KY,40203,BLACK,M,61,NA,NA,"(60,70]",May 2010,2010,2010
80-10-034907,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",NA,NA,45C,2010-05-12,1400 BLOCK HAGEN RD,LOUISVILLE,KY,40223,BLACK,M,30,NA,NA,"(20,30]",May 2010,2010,2010
80-10-050291,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC",NA,NA,762M,2010-07-03,5600 BLOCK REGAL DR,LOUISVILLE,KY,40218,BLACK,M,24,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-050322,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION",NA,NA,20GA,2010-07-03,5400 BLOCK RIATA DR,LOUISVILLE,KY,40218,BLACK,M,24,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-050959,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION",REMINGTON ARMS,SHOTGUN: MODEL,12GA,2010-07-05,1200 BLOCK E KENTUCKY ST,LOUISVILLE,KY,40204,WHITE,M,51,NA,NA,"(50,60]",Jul 2010,2010,2010
80-10-052905,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,PISTOLS: SW99,9MM,2010-07-11,7600 BLOCK PIMLICO DR,LOUISVILLE,KY,40214,WHITE,M,36,NA,NA,"(30,40]",Jul 2010,2010,2010
80-10-053440,ROBBERY,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-07-13,NAOMI DR / POPLAR LEVEL RD,LOUISVILLE,KY,40219,HISPANIC,M,22,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-053440,ROBBERY,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2010-07-13,NAOMI DR / POPLAR LEVEL RD,LOUISVILLE,KY,40219,HISPANIC,M,22,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-054097,AGGRAVATED ASSAULT,"RIFLE, BOLT ACTION",UNKNOWN MANUFAC,UNKNOWN,762M,2010-07-18,2900 BLOCK W MAIN ST,LOUISVILLE,KY,40212,BLACK,M,29,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-054097,AGGRAVATED ASSAULT,"RIFLE, BOLT ACTION",UNKNOWN MANUFAC,UNKNOWN,762M,2010-07-18,2900 BLOCK W MAIN ST,LOUISVILLE,KY,40212,BLACK,M,29,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-056223,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",DAVIS INDUSTRIE,NA,32C,2010-07-23,N 29TH ST / GARFIELD AVE,LOUISVILLE,KY,40212,WHITE,M,23,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-056223,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",DAVIS INDUSTRIE,NA,32C,2010-07-23,N 29TH ST / GARFIELD AVE,LOUISVILLE,KY,40212,WHITE,M,23,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-057407,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SKYY INDUSTRIES,NA,9MM,2010-07-26,S 45TH ST / HALE AVE,LOUISVILLE,KY,40211,BLACK,M,22,NA,NA,"(20,30]",Jul 2010,2010,2010
80-10-057395,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",HIPOINT,995,9MM,2010-07-26,2000 BLOCK TERRIL LN,LOUISVILLE,KY,40218,BLACK,M,20,NA,NA,"(10,20]",Jul 2010,2010,2010
80-10-057395,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",HIPOINT,995,9MM,2010-07-26,2000 BLOCK TERRIL LN,LOUISVILLE,KY,40218,BLACK,M,20,NA,NA,"(10,20]",Jul 2010,2010,2010
80-10-057395,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",HIPOINT,995,9MM,2010-07-26,2000 BLOCK TERRIL LN,LOUISVILLE,KY,40218,BLACK,M,20,NA,NA,"(10,20]",Jul 2010,2010,2010
80-10-058047,NARCOTICS,"SHOTGUN, PUMP ACTION",WINCHESTER,SHOTGUNS: MODEL,12GA,2010-07-28,3700 BLOCK ETHEL AVE,WB,KY,40218,UNKNOWN,U,NULL,NA,NA,NA,Jul 2010,2010,2010
80-10-058047,NARCOTICS,"SHOTGUN, PUMP ACTION",WINCHESTER,SHOTGUNS: MODEL,12GA,2010-07-28,3700 BLOCK ETHEL AVE,WB,KY,40218,UNKNOWN,U,NULL,NA,NA,NA,Jul 2010,2010,2010
80-10-043111,WPNS LAW VIOLATION,"PISTOL, REVOLVER",TAURUS INTERNAT,38 SPEC,38C,2010-06-08,S 22ND ST / GRAND AVE,LOUISVILLE,KY,40210,BLACK,M,24,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-043111,WPNS LAW VIOLATION,"PISTOL, REVOLVER",TAURUS INTERNAT,38 SPEC,38C,2010-06-08,S 22ND ST / GRAND AVE,LOUISVILLE,KY,40210,BLACK,M,24,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-043129,NARCOTICS,"SHOTGUN, DOUBLE BARREL",NA,NA,12GA,2010-06-09,3200 BLOCK WELMAN DR,LOUISVILLE,KY,40216,BLACK,M,28,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-043129,NARCOTICS,"SHOTGUN, DOUBLE BARREL",NA,NA,12GA,2010-06-09,3200 BLOCK WELMAN DR,LOUISVILLE,KY,40216,BLACK,M,28,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-043129,NARCOTICS,"SHOTGUN, DOUBLE BARREL",NA,NA,12GA,2010-06-09,3200 BLOCK WELMAN DR,LOUISVILLE,KY,40216,BLACK,M,28,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-043286,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,MODEL PT145,45C,2010-06-09,4700 BLOCK PRESTON HWY,LOUISVILLE,KY,40213,UNKNOWN,U,NULL,NA,NA,NA,Jun 2010,2010,2010
80-10-044998,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,MODEL PT-58,380C,2010-06-15,BERRY BLVD / GEORGETOWN PL,LOUISVILLE,KY,40215,BLACK,M,24,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-044338,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",HIPOINT,CF380,380C,2010-06-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,28,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-045942,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 23/23C (4,40C,2010-06-18,3600 BLOCK RIVER PARK DR,LOUISVILLE,KY,40211,WHITE,M,36,NA,NA,"(30,40]",Jun 2010,2010,2010
80-10-047305,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,9MM,2010-06-23,3700 BLOCK FALCON CREST DR,LOUISVILLE,KY,40219,BLACK,M,21,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-047293,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 22/22C (4,NA,2010-06-23,300 BLOCK N 24TH ST,LOUISVILLE,KY,40212,NULL,NULL,NULL,NA,NA,NA,Jun 2010,2010,2010
80-10-048202,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,NA,380C,2010-06-26,I 64 WEST,LOUISVILLE,KY,NA,BLACK,M,26,NA,NA,"(20,30]",Jun 2010,2010,2010
80-10-062415,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,40C,2010-08-11,1300 BLOCK KREMER AVE,LOUISVILLE,KY,40213,BLACK,M,20,NA,NA,"(10,20]",Aug 2010,2010,2010
80-10-062415,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,40C,2010-08-11,1300 BLOCK KREMER AVE,LOUISVILLE,KY,40213,BLACK,M,20,NA,NA,"(10,20]",Aug 2010,2010,2010
80-10-062445,WPNS LAW VIOLATION,"PISTOL, REVOLVER",ROHM,NA,22C,2010-08-12,1100 BLOCK ROGERS ST,LOUISVILLE,KY,40204,BLACK,M,33,NA,NA,"(30,40]",Aug 2010,2010,2010
80-10-063888,NARCOTICS,"PISTOL, REVOLVER",NA,NA,38C,2010-08-17,3800 BLOCK IRON HORSE WAY,LOUISVILLE,KY,40272,WHITE,M,44,NA,NA,"(40,50]",Aug 2010,2010,2010
80-10-063888,NARCOTICS,"PISTOL, REVOLVER",NA,NA,38C,2010-08-17,3800 BLOCK IRON HORSE WAY,LOUISVILLE,KY,40272,WHITE,M,44,NA,NA,"(40,50]",Aug 2010,2010,2010
80-10-063888,NARCOTICS,"PISTOL, REVOLVER",NA,NA,38C,2010-08-17,3800 BLOCK IRON HORSE WAY,LOUISVILLE,KY,40272,WHITE,M,44,NA,NA,"(40,50]",Aug 2010,2010,2010
80-10-064119,AGGRAVATED ASSAULT,"PISTOL, REVOLVER",COLT,NA,38C,2010-08-17,8000 BLOCK GLIMMER WAY,LOUISVILLE,KY,40214,BLACK,F,52,NA,NA,"(50,60]",Aug 2010,2010,2010
80-10-064377,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,NA,NA,2010
80-10-064845,WPNS LAW VIOLATION,"PISTOL, REVOLVER",INTERAMRS,NA,32C,2010-08-20,PRESTON HWY / SOUTH PARK RD,LOUISVILLE,KY,40219,BLACK,M,31,NA,NA,"(30,40]",Aug 2010,2010,2010
80-10-065162,AGGRAVATED ASSAULT,NULL,SMITH & WESSON,PISTOLS: 4046,NA,2010-08-21,400 BLOCK N. 29TH ST,LOUISVILLE,KY,NA,NULL,NULL,NULL,NA,NA,NA,Aug 2010,2010,2010
