CodesAndRegsPermitsID,PermitNumber,Contractor,Description,Category,CategoryName,WorkType,Permittype,Zoning,SquareFeet,PermitFee,ProjectCosts,Address,City,State,ZipCode,CouncilDistrict,IssueDate,Latitude,Longitude
126,FD932563,FESCO FIRE EQUIPMENT SERVICE COMPANY,,1,Commercial,Modify,Fire Detection Permit,M3,15600,150,1,908 S 8TH ST,LOUISVILLE          ,KY,40203,6,2/23/2015 12:10,38.242583,-85.766212
127,FD932563,FIRE EQUIPMENT SERVICE COMPANY,,1,Commercial,Modify,Fire Detection Permit,M3,15600,150,1,908 S 8TH ST,LOUISVILLE          ,KY,40203,6,2/23/2015 12:10,38.242583,-85.766212
128,FS929716,KENTUCKIANA SPRINKLER CO INC,,1,Commercial,Single System Repair,Fire Suppression Permit,M3,0,200,20000,908 S 8TH ST,LOUISVILLE          ,KY,40203,6,1/21/2015 8:06,38.242583,-85.766212
129,BL917862,LICHTEFELD INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,M3,11303,1469,535000,908 S 8TH ST,LOUISVILLE          ,KY,40203,6,10/14/2014 8:48,38.242583,-85.766212
130,335630,BACKYARD POOLS INC,,2,Residential,Addition,Building Permit,R3,574,35,42800,409 BLANKENBAKER LN,INDIAN HILLS        ,KY,40207,16,7/18/2012 14:33,38.284088,-85.653847
131,335630,BACKYARD POOLS INC,,2,Residential,Addition,Building Permit,R3,574,12,42800,409 BLANKENBAKER LN,INDIAN HILLS        ,KY,40207,16,7/18/2012 14:33,38.284088,-85.653847
132,335630,BACKYARD POOLS INC,,2,Residential,Addition,Building Permit,R3,574,37,42800,409 BLANKENBAKER LN,INDIAN HILLS        ,KY,40207,16,7/18/2012 14:33,38.284088,-85.653847
133,14EL2141,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R3,0,50,1000,501 ROLLING LN,ROLLING FIELDS      ,KY,40207,7,2/11/2014 8:16,38.268424,-85.670454
134,14BL1500,BRADLEY HOMES INC,,2,Residential,Renovation - Alter - Repair,Building Permit,R3,168,50,20000,501 ROLLING LN,ROLLING FIELDS      ,KY,40207,7,2/26/2014 8:28,38.268424,-85.670454
135,HV938123,TRINITY HOLDINGS INC,,1,Commercial,Replacement,HVAC Permit,C1,0,180,5500,132 CHENOWETH LN,ST MATTHEWS         ,KY,40207,9,4/16/2015 15:11,38.254483,-85.657357
136,14HV8421,FROELICH CO HEATING & A/C,,2,Residential,Replacement,HVAC Permit,R4,0,75,1413,319 WESTPORT DR,ST MATTHEWS         ,KY,40207,9,7/28/2014 11:14,38.261513,-85.644248
137,BL925595,ABEL CONSTRUCTION COMPANY INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,(C3),2606,338,98000,220 W MAIN ST,LOUISVILLE          ,KY,40202,4,12/22/2014 16:23,38.2561744,-85.7549216
138,359387,BRASCH-BARRY GENERAL CONTRACT,,1,Commercial,Renovation - Alter - Repair,Building Permit,(C3),2797,363,86000,220 W MAIN ST,LOUISVILLE          ,KY,40202,4,4/19/2013 8:03,38.2561744,-85.7549216
139,360279,GARY L JOHNSON HEAT COOLING,,1,Commercial,New,HVAC Permit,(C3),2797,225,18000,220 W MAIN ST,LOUISVILLE          ,KY,40202,4,4/25/2013 8:12,38.2561744,-85.7549216
140,14FD1041,KOORSEN PROTECTION SERVICE INC,,1,Commercial,Modify,Fire Detection Permit,(C3),500,150,10000,220 W MAIN ST,LOUISVILLE          ,KY,40202,4,4/17/2014 16:23,38.2561744,-85.7549216
141,359690,HENDERSON SERVICES LLC,,1,Commercial,New,Electrical Permit,(C3),0,50,5000,220 W MAIN ST,LOUISVILLE          ,KY,40202,4,4/19/2013 8:43,38.2561744,-85.7549216
142,359690,HENDERSON SERVICES LLC,,1,Commercial,New,Electrical Permit,(C3),0,70,5000,220 W MAIN ST,LOUISVILLE          ,KY,40202,4,4/19/2013 8:43,38.2561744,-85.7549216
143,359696,HENDERSON SERVICES LLC,,1,Commercial,New,Electrical Permit,(C3),0,50,5000,220 W MAIN ST,LOUISVILLE          ,KY,40202,4,4/19/2013 8:59,38.2561744,-85.7549216
144,359696,HENDERSON SERVICES LLC,,1,Commercial,New,Electrical Permit,(C3),0,70,5000,220 W MAIN ST,LOUISVILLE          ,KY,40202,4,4/19/2013 8:59,38.2561744,-85.7549216
145,14FD1032,ALLIANT INTEGRATORS INC,,1,Commercial,New,Fire Detection Permit,C2,25890,170,10000,822 S FLOYD ST,LOUISVILLE          ,KY,40203,4,4/3/2014 10:58,38.241793,-85.750859
146,14SI1015,RUEFF SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,C2,0,50,3000,822 S FLOYD ST,LOUISVILLE          ,KY,40203,4,8/27/2014 10:31,38.241793,-85.750859
147,321669,scott bowling,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,C2,0,100,200000,822 S FLOYD ST,LOUISVILLE          ,KY,40203,4,2/20/2012 9:51,38.241793,-85.750859
148,321669,scott bowling,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,C2,0,30,200000,822 S FLOYD ST,LOUISVILLE          ,KY,40203,4,2/20/2012 9:51,38.241793,-85.750859
149,321669,scott bowling,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,C2,0,50,200000,822 S FLOYD ST,LOUISVILLE          ,KY,40203,4,2/20/2012 9:51,38.241793,-85.750859
150,321669,scott bowling,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,C2,0,175,200000,822 S FLOYD ST,LOUISVILLE          ,KY,40203,4,2/20/2012 9:51,38.241793,-85.750859
151,13HV7192,NORMANS SERVICE COMPANY,,1,Commercial,Replacement,HVAC Permit,C2,0,225,18000,822 S FLOYD ST,LOUISVILLE          ,KY,40203,4,11/6/2013 11:36,38.241793,-85.750859
152,BL935928,DAVID ENGINEERING & CONSTRUCTI,,1,Commercial,Addition,Building Permit,UN,55190,7174,5662629,760 S HANCOCK ST,LOUISVILLE          ,KY,40203,4,6/11/2015 10:34,38.2424713,-85.7440144
153,354302,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,35,10000,601 MARYHILL LN,MARYHILL ESTATES    ,KY,40207,7,2/19/2013 8:22,38.265938,-85.651343
154,344838,JOHN WATERS ELECTRIC CO INC,,2,Residential,New,HVAC Permit,R4,0,75,1000,601 MARYHILL LN,MARYHILL ESTATES    ,KY,40207,7,10/19/2012 14:55,38.265938,-85.651343
155,HV919023,AUTOMATIC AIR CORP,,2,Residential,Replacement,HVAC Permit,R5,0,75,500,316 BRAMTON RD,BEECHWOOD VILLAGE   ,KY,40207,7,10/8/2014 10:23,38.25728,-85.629531
156,350395,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,R4,0,75,1000,224 TYNE RD,BEECHWOOD VILLAGE   ,KY,40207,7,2/14/2013 7:56,38.254688,-85.633614
157,13BL4324,KRUSE ALLISON CONSTRUCTION INC,,2,Residential,Addition,Building Permit,R3,522,50,7800,1028 WESTGATE PL,WINDY HILLS         ,KY,40207,7,7/24/2013 16:15,38.265566,-85.635284
158,13BL1713,"FACILITY CONCESSION SERVICES,INC.",,5,Other,Tent,Building Permit,(W1),13000,1000,1,301 RIVER RD,LOUISVILLE          ,KY,40202,4,7/10/2013 10:46,38.260029,-85.745567
159,14BL3554,GMR MARKETING,,5,Other,Tent,Building Permit,(W1),800,50,50,301 RIVER RD,LOUISVILLE          ,KY,40202,4,7/14/2014 9:37,38.260029,-85.745567
160,14BL1770,MAC CONSTRUCTION & EXCAVATING,,1,Commercial,New,Building Permit,EZ1,628,87,77000,527 FRANKLIN ST,LOUISVILLE          ,KY,40202,4,5/12/2014 10:09,38.2566829,-85.7405068
161,BL929353,BHC HEIDENREICH CONTRACTORS IN,,2,Residential,Addition,Building Permit,R5A,100,50,15000,275 POPE ST,LOUISVILLE          ,KY,40206,9,1/14/2015 14:54,38.25909,-85.714858
162,EL933852,NOPLIS ELECTRIC CO,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5A,0,50,500,275 POPE ST,LOUISVILLE          ,KY,40206,9,3/3/2015 10:16,38.25909,-85.714858
163,EL933852,NOPLIS ELECTRIC CO,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5A,0,35,500,275 POPE ST,LOUISVILLE          ,KY,40206,9,3/3/2015 10:16,38.25909,-85.714858
164,348431,NORMANS SERVICE COMPANY,,2,Residential,New,HVAC Permit,R5,0,75,7000,249 HALDEMAN AVE,LOUISVILLE          ,KY,40206,9,11/30/2012 17:31,38.25786,-85.710812
165,BL916690,THE POLING COMPANY INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,(C3),48000,206,72500,300 W LIBERTY ST,LOUISVILLE          ,KY,40202,4,9/18/2014 11:00,38.2528422,-85.7558475
166,14PL1052,LOUISVILLE PAVING,,1,Commercial,Alteration,Parking Lot Permit,(C3),0,56,0,300 W MUHAMMAD ALI BLVD,LOUISVILLE          ,KY,40202,4,8/26/2014 10:49,38.250702,-85.756149
167,350971,PETERS CONSTRUCTION CO,,1,Commercial,New,Parking Lot Permit,(C3),0,70,150000,659 S 3RD ST,LOUISVILLE          ,KY,40202,4,2/5/2013 14:55,38.2468688,-85.7565327
168,EL941391,ONLINE ELECTRIC NET LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,PD,0,50,300,746 S 5TH ST,LOUISVILLE          ,KY,40203,6,5/18/2015 8:14,38.244587,-85.760649
169,EL941391,ONLINE ELECTRIC NET LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,PD,0,100,300,746 S 5TH ST,LOUISVILLE          ,KY,40203,6,5/18/2015 8:14,38.244587,-85.760649
170,14EL3693,SHANE ELECTRICAL SERVICES,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,C2,0,50,1000,720 E MARKET ST,LOUISVILLE          ,KY,40202,4,3/31/2014 10:29,38.252904,-85.7392629
171,14HV5948,FROELICH CO HEATING & A/C,,2,Residential,Replacement,HVAC Permit,OR2,0,75,1149,940 E LIBERTY ST,LOUISVILLE          ,KY,40204,4,6/4/2014 9:49,38.249798,-85.734667
172,HV938484,FROELICH CO HEATING & A/C,,2,Residential,Replacement,HVAC Permit,R4,0,105,1448,123 ELK RIVER DR,LOUISVILLE          ,KY,40214,13,4/22/2015 13:07,38.128078,-85.768974
173,13BL4466,AMERICAS WINDOW LLC,,2,Residential,Addition,Building Permit,R4,120,50,13000,1206 HOLLY AVE,LOUISVILLE          ,KY,40118,13,8/5/2013 9:38,38.101508,-85.74359
174,13EL6008,Raymond Ray Tapp Electric,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,35,1500,404 N BIRCHWOOD AVE,LOUISVILLE          ,KY,40206,9,10/14/2013 15:26,38.263077,-85.695973
175,13EL6008,Raymond Ray Tapp Electric,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,1500,404 N BIRCHWOOD AVE,LOUISVILLE          ,KY,40206,9,10/14/2013 15:26,38.263077,-85.695973
176,346523,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,35,2500,405 MAYFAIR LN,LOUISVILLE          ,KY,40207,9,11/6/2012 21:56,38.2674,-85.674778
177,346523,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,35,2500,405 MAYFAIR LN,LOUISVILLE          ,KY,40207,9,11/6/2012 21:56,38.2674,-85.674778
178,346523,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,2500,405 MAYFAIR LN,LOUISVILLE          ,KY,40207,9,11/6/2012 21:56,38.2674,-85.674778
179,346523,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,2500,405 MAYFAIR LN,LOUISVILLE          ,KY,40207,9,11/6/2012 21:56,38.2674,-85.674778
180,13BL1576,DEEP CREEK BUILDERS,,2,Residential,Renovation - Alter - Repair,Building Permit,R5,750,50,50000,428 LIGHTFOOT RD,LOUISVILLE          ,KY,40207,9,8/27/2013 15:24,38.265511,-85.674889
181,13BL1576,DEEP CREEK BUILDERS,,2,Residential,Renovation - Alter - Repair,Building Permit,R5,750,100,50000,428 LIGHTFOOT RD,LOUISVILLE          ,KY,40207,9,8/27/2013 15:24,38.265511,-85.674889
182,BL934653,3 B & K COMPANY,,2,Residential,Renovation - Alter - Repair,Building Permit,R5,390,50,45700,402 MOCKINGBIRD HILL RD,LOUISVILLE          ,KY,40207,9,3/13/2015 15:47,38.266122,-85.681478
183,169754,J & J MECHANICAL INC,,1,Commercial,HVAC MECH REFRIGERATION PERMIT,Mechanical Refrigeration,(C3),0,3,41000,400 W MARKET ST,LOUISVILLE          ,KY,40202,4,8/13/2007 15:47,38.255147,-85.7571058
184,169754,J & J MECHANICAL INC,,1,Commercial,HVAC MECH REFRIGERATION PERMIT,Mechanical Refrigeration,(C3),0,30,41000,400 W MARKET ST,LOUISVILLE          ,KY,40202,4,8/13/2007 15:47,38.255147,-85.7571058
185,58208,JOHNSON GROUP OF KY INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),0,60,20000,400 W MARKET ST,LOUISVILLE          ,KY,40202,4,3/21/2005 11:50,38.255147,-85.7571058
186,58208,JOHNSON GROUP OF KY INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,20000,400 W MARKET ST,LOUISVILLE          ,KY,40202,4,3/21/2005 11:50,38.255147,-85.7571058
187,32556,HENDERSON SERVICES LLC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,5000,400 W MARKET ST,LOUISVILLE          ,KY,40202,4,8/4/2004 16:01,38.255147,-85.7571058
188,BL916120,MATRIX DEVELOPMENT LLC,,1,Commercial,Renovation - Alter - Repair,Building Permit,(C3),20612,2885,1000000,140 S 5TH ST,LOUISVILLE          ,KY,40202,4,10/16/2014 10:21,38.255702,-85.758659
189,14FS1106,BROWN SPRINKLER CORP,,1,Commercial,Single System Repair,Fire Suppression Permit,(C3),97123,50,1,102 W MAIN ST,LOUISVILLE          ,KY,40202,4,8/7/2014 13:29,38.255816,-85.751795
190,14BL1988,POE COMPANIES LLC,,5,Other,Foundation,Building Permit,(C3),19619,100,12000000,102 W MAIN ST,LOUISVILLE          ,KY,40202,4,6/25/2014 12:55,38.255816,-85.751795
191,14FS1106,POE COMPANIES LLC,,1,Commercial,Single System Repair,Fire Suppression Permit,(C3),97123,50,1,102 W MAIN ST,LOUISVILLE          ,KY,40202,4,8/7/2014 13:29,38.255816,-85.751795
192,14BL1990,POE COMPANIES LLC,,1,Commercial,New,Building Permit,(C3),97123,12625,120000000,102 W MAIN ST,LOUISVILLE          ,KY,40202,4,8/15/2014 13:43,38.255816,-85.751795
193,FD936419,SIEMENS BUILDING TECH,,1,Commercial,Modify,Fire Detection Permit,(C3),97123,310,58135000,102 W MAIN ST,LOUISVILLE          ,KY,40202,4,4/9/2015 8:48,38.255816,-85.751795
194,14BL1990,WHITTENBERG CONSTRUCTION CO,,1,Commercial,New,Building Permit,(C3),97123,12625,120000000,102 W MAIN ST,LOUISVILLE          ,KY,40202,4,8/15/2014 13:43,38.255816,-85.751795
195,BL921542,DEEP CREEK BUILDERS,,2,Residential,Renovation - Alter - Repair,Building Permit,R5,2141,160,100000,237 HALDEMAN AVE,LOUISVILLE          ,KY,40206,9,10/28/2014 12:25,38.257374,-85.7110919
196,341690,PINE TREE CONSTRUCTION,,1,Commercial,New,HVAC Permit,C2,0,275,35000,200 E CHESTNUT ST,LOUISVILLE          ,KY,40202,4,11/21/2012 7:57,38.2480567,-85.7512535
197,65068,CORBETT CONSTRUCTION CO INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,C2,1480,44,144327,200 E CHESTNUT ST,LOUISVILLE          ,KY,40202,4,5/17/2005 11:51,38.2480567,-85.7512535
198,13SI1043,SHOWTIME SIGN COMPANY,,1,Commercial,On Premises Sign,Sign Permit,C2,0,293,900,400 S 1ST ST,LOUISVILLE          ,KY,40202,4,7/19/2013 11:46,38.2525275,-85.7522153
199,13SI1185,LOUISVILLE SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,C2,0,50,1500,112 W JEFFERSON ST,LOUISVILLE          ,KY,40202,4,10/8/2013 16:01,38.252969,-85.752892
200,16747,STROHBECK CONSTRUCTION LLC,,1,Commercial,New,Parking Lot Permit,C3,0,10,24000,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,4/9/2004 11:29,38.245602,-85.751579
201,33366,STROHBECK CONSTRUCTION LLC,,1,Commercial,New,Electrical Permit,C3,0,40,19700,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,8/10/2004 9:44,38.245602,-85.751579
202,33366,STROHBECK CONSTRUCTION LLC,,1,Commercial,New,Electrical Permit,C3,0,30,19700,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,8/10/2004 9:44,38.245602,-85.751579
203,33366,STROHBECK CONSTRUCTION LLC,,1,Commercial,New,Electrical Permit,C3,0,100,19700,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,8/10/2004 9:44,38.245602,-85.751579
204,33366,STROHBECK CONSTRUCTION LLC,,1,Commercial,New,Electrical Permit,C3,0,150,19700,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,8/10/2004 9:44,38.245602,-85.751579
205,16747,STROHBECK CONSTRUCTION LLC,,1,Commercial,New,Parking Lot Permit,C3,0,25,24000,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,4/9/2004 11:29,38.245602,-85.751579
206,63011,THOMAS REFRIGERATION INC,,1,Commercial,HVAC MECH REFRIGERATION PERMIT,Mechanical Refrigeration,C3,0,30,1000,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,4/29/2005 10:47,38.245602,-85.751579
207,33369,STROHBECK CONSTRUCTION LLC,,1,Commercial,Temporary Service Pole,Electrical Permit,C3,0,40,400,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,8/10/2004 9:44,38.245602,-85.751579
208,33366,STROHBECK CONSTRUCTION LLC,,1,Commercial,New,Electrical Permit,C3,0,150,19700,200 E BROADWAY ,LOUISVILLE          ,KY,40202,4,8/10/2004 9:44,38.245602,-85.751579
209,184187,JOHNSON GROUP OF KY INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),4627,40,45000,437 W JEFFERSON ST,LOUISVILLE          ,KY,40202,4,1/4/2008 13:45,38.254154,-85.758186
210,184187,JOHNSON GROUP OF KY INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),4627,40,45000,437 W JEFFERSON ST,LOUISVILLE          ,KY,40202,4,1/4/2008 13:45,38.254154,-85.758186
211,184187,JOHNSON GROUP OF KY INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),4627,3,45000,437 W JEFFERSON ST,LOUISVILLE          ,KY,40202,4,1/4/2008 13:45,38.254154,-85.758186
212,98345,VIKING ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),0,20,10000,437 W JEFFERSON ST,LOUISVILLE          ,KY,40202,4,1/9/2006 10:31,38.254154,-85.758186
213,98345,VIKING ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,10000,437 W JEFFERSON ST,LOUISVILLE          ,KY,40202,4,1/9/2006 10:31,38.254154,-85.758186
214,FD930353,SIEMENS BUILDING TECH,,1,Commercial,Modify,Fire Detection Permit,PD,7762,150,4659,100 E BROADWAY ,LOUISVILLE          ,KY,40202,4,3/3/2015 8:17,38.245289,-85.75325
215,86158,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,1000,301 E MARKET ST,LOUISVILLE          ,KY,40202,4,10/4/2005 10:50,38.2544725,-85.7480001
216,86158,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,20,1000,301 E MARKET ST,LOUISVILLE          ,KY,40202,4,10/4/2005 10:50,38.2544725,-85.7480001
217,158022,BSCO ELECTRIC CO INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,C2,0,40,1000,430 E BROADWAY ,LOUISVILLE          ,KY,40202,4,5/8/2007 11:36,38.2450442,-85.7462648
218,76405,MINOR & COMPANY INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,C2,6037,160,40000,752 BARRET AVE,LOUISVILLE          ,KY,40204,4,7/27/2005 15:43,38.242498,-85.73332
219,13HV3273,AUTOMATIC AIR CORP.,,1,Commercial,New,HVAC Permit,(C2),0,150,2001,918 BAXTER AVE,LOUISVILLE          ,KY,40204,8,7/23/2013 11:58,38.241811,-85.725993
220,14HV4561,METRO 1 HEATING & COOLING,,1,Commercial,Replacement,HVAC Permit,C1,0,75,2000,1401 LEXINGTON RD,LOUISVILLE          ,KY,40206,9,5/1/2014 13:50,38.2506501,-85.7197638
221,14BL1938,"DWB RESTORATION II, INC",,2,Residential,Renovation - Alter - Repair,Building Permit,R5,950,71,37500,1100 TALLOW LN,LOUISVILLE          ,KY,40214,13,4/15/2014 15:27,38.129087,-85.784547
222,HV919575,COOK HEATING AIR,,1,Commercial,Replacement,HVAC Permit,R4,0,75,1000,201 OUTER LOOP,LOUISVILLE          ,KY,40214,13,10/13/2014 16:13,38.12673,-85.7656499
223,13HV6210,JARVIS HEATING AC COMPANY,,2,Residential,Replacement,HVAC Permit,R4,0,75,4000,1236 GILMORE LN,LOUISVILLE          ,KY,40213,21,10/11/2013 14:38,38.176529,-85.708918
224,361845,PIERCE HEATING AIR COND INC,,2,Residential,New,HVAC Permit,R5,0,75,1900,212 ALVINA WAY,LOUISVILLE          ,KY,40214,21,5/15/2013 13:11,38.150116,-85.768246
225,14BL2310,DOCTOR REMODEL,,2,Residential,Addition,Building Permit,R5,600,50,97000,323 JARVIS LN,LOUISVILLE          ,KY,40207,9,4/18/2014 12:37,38.2649169,-85.681121
226,13BL5841,B & B CONSTRUCTION & REMODELIN,,2,Residential,Renovation - Alter - Repair,Building Permit,R3,50,50,12500,1302 GRASSY FORK CT,WINDY HILLS         ,KY,40207,7,11/5/2013 11:22,38.271844,-85.637574
227,14HV1645,AFFORDABLE AC HEATING CO,,2,Residential,Replacement,HVAC Permit,R5A,0,75,500,311 CORALBERRY RD,LOUISVILLE          ,KY,40207,9,2/12/2014 11:20,38.262153,-85.66776
228,13BL5275,BACKYARD POOLS INC,,2,Residential,Pool,Building Permit,R5A,800,88,120000,212 MOCKINGBIRD GARDENS DR,LOUISVILLE          ,KY,40207,9,9/27/2013 13:10,38.260191,-85.671989
229,13EL5589,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5A,0,100,500,212 MOCKINGBIRD GARDENS DR,LOUISVILLE          ,KY,40207,9,10/3/2013 9:19,38.260191,-85.671989
230,13EL5589,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5A,0,35,500,212 MOCKINGBIRD GARDENS DR,LOUISVILLE          ,KY,40207,9,10/3/2013 9:19,38.260191,-85.671989
231,13EL5589,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5A,0,50,500,212 MOCKINGBIRD GARDENS DR,LOUISVILLE          ,KY,40207,9,10/3/2013 9:19,38.260191,-85.671989
232,13HV1591,PRIDE HEATING AND COOLING,,2,Residential,New,HVAC Permit,R4,0,75,2000,214 DERBY AVE,LOUISVILLE          ,KY,40218,10,6/7/2013 13:33,38.1904198,-85.6357778
233,94811,KLARER CONSTRUCTION COMPANY IN,,1,Commercial,Renovation - Alter - Repair,Building Permit,C3,2700,81,124000,217 E CHESTNUT ST,LOUISVILLE          ,KY,40202,4,12/7/2005 9:29,38.2480242,-85.7491382
234,BL925417,"SULLIVAN & COZART, INC",,5,Other,Foundation,Building Permit,(C3),53186,100,500000,220 S PRESTON ST,LOUISVILLE          ,KY,40202,4,12/3/2014 11:32,38.2533393,-85.7462436
235,BL932938,"SULLIVAN & COZART, INC",,1,Commercial,New,Building Permit,(C3),278801,30668,9600000,220 S PRESTON ST,LOUISVILLE          ,KY,40202,4,2/23/2015 13:30,38.2533393,-85.7462436
236,338423,ACCU-TEMP HEATING & AIR CONDIT,,2,Residential,New,HVAC Permit,R5B,0,75,3660,1124 EVERETT AVE,LOUISVILLE          ,KY,40204,8,8/15/2012 8:10,38.239079,-85.717323
237,BL915640,GREAT DAY IMPROVEMENTS,,2,Residential,Addition,Building Permit,R5,120,50,18000,945 THRUSTON AVE,LOUISVILLE          ,KY,40217,10,9/9/2014 8:50,38.215074,-85.731866
238,HV941446,S&L SPECIALTY CONTRACTING,,2,Residential,Replacement,HVAC Permit,R5,0,105,5896,867 MOLTER AVE,LOUISVILLE          ,KY,40217,21,5/20/2015 8:55,38.20819,-85.736715
239,354616,FOUR SEASONS HVAC,,2,Residential,New,HVAC Permit,R5,0,75,2000,808 FOXFIRE DR,LOUISVILLE          ,KY,40223,18,3/4/2013 9:18,38.2575189,-85.577681
240,352199,GYM & SWIM SUPPLY COMPANY,,2,Residential,Addition,Building Permit,R5,460,50,25000,726 ELSMERE CIR,LOUISVILLE          ,KY,40223,18,1/29/2013 11:55,38.2543549,-85.575776
241,354081,FIREPLACE DISTRIBUTORS,,2,Residential,HVAC MANUFACTURED FIREPLACE,HVAC Permit,R4,1344,35,1000,824 GREEN WILLOW WAY,LOUISVILLE          ,KY,40223,19,2/19/2013 9:43,38.255545,-85.5500689
242,BL941505,METRO UNITED WAY,,5,Other,Renovation - Alter - Repair,Building Permit,OR3,312,50,2500,204 MERIDIAN AVE,LOUISVILLE          ,KY,40207,9,5/20/2015 12:54,38.250623,-85.652223
243,BL929627,QUANTUM BUILD & DESIGN DBA QUA,,2,Residential,Renovation - Alter - Repair,Building Permit,R5,121,50,15000,311 BRECKENRIDGE LN,ST MATTHEWS         ,KY,40207,9,1/15/2015 15:11,38.2472769,-85.650405
244,362203,JOHNSON GROUP INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),0,50,4000,233 W BROADWAY ,LOUISVILLE          ,KY,40202,4,5/15/2013 7:32,38.246265,-85.756504
245,362203,JOHNSON GROUP INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),0,35,4000,233 W BROADWAY ,LOUISVILLE          ,KY,40202,4,5/15/2013 7:32,38.246265,-85.756504
